League,Year,Season,Type,blueTeamTag,blueResult,redResult,redTeamTag,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,blueBans,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp,redBans
TCL,2016,Summer,Season,TT,0,1,AUR,Gragas,RekSai,Ryze,Ezreal,Braum,"Azir, Hecarim, Trundle",Shen,Elise,Viktor,Lucian,Veigar,"Sivir, Karma, Vladimir"
TCL,2016,Summer,Season,AUR,1,0,TT,Olaf,Gragas,Ryze,Ezreal,Veigar,"Sivir, Karma, Trundle",Shen,Hecarim,Swain,Lucian,Braum,"Vladimir, Azir, Viktor"
TCL,2016,Summer,Season,HWA,0,1,DP,Irelia,Gragas,Azir,Jhin,Nami,"Karma, Nidalee, Viktor",Trundle,Elise,Vladimir,Ezreal,Soraka,"RekSai, Ryze, Braum"
TCL,2016,Summer,Season,DP,1,0,HWA,Swain,Graves,Zilean,Lucian,Braum,"RekSai, Irelia, Ryze",Jax,Elise,Viktor,Ezreal,Thresh,"Karma, Nidalee, Vladimir"
TCL,2016,Summer,Season,CLK,0,1,SUP,Trundle,Gragas,Zilean,Kalista,Thresh,"Nidalee, Bard, Elise",Gnar,Olaf,Azir,Ezreal,Karma,"Vladimir, Cassiopeia, Braum"
TCL,2016,Summer,Season,SUP,1,0,CLK,Shen,Nidalee,Vladimir,Jhin,Zyra,"Cassiopeia, Braum, Karma",Rumble,Elise,Varus,Ezreal,Nami,"Bard, Viktor, Azir"
TCL,2016,Summer,Season,DP,1,0,TT,Trundle,Nidalee,Azir,Ezreal,Braum,"Sivir, Shen, Bard",Irelia,Elise,Zilean,Caitlyn,Nami,"Ryze, Vladimir, Karma"
TCL,2016,Summer,Season,TT,1,0,DP,Gnar,Elise,Karma,Jhin,Bard,"Nidalee, Ryze, Swain",Trundle,Graves,Azir,Ezreal,Braum,"Sivir, Shen, Vladimir"
TCL,2016,Summer,Season,CRW,0,1,HWA,Trundle,Olaf,Viktor,Sivir,Karma,"Irelia, Nidalee, Gnar",Gragas,RekSai,Zilean,Jhin,Braum,"Kindred, Shen, Vladimir"
TCL,2016,Summer,Season,HWA,1,0,CRW,Gnar,Nidalee,Ryze,Sivir,Braum,"Kindred, Shen, Vladimir",Trundle,Elise,Anivia,Ezreal,Bard,"Irelia, RekSai"
TCL,2016,Summer,Season,DP,1,0,CRW,Trundle,Elise,Karma,Jhin,Nami,"Shen, Bard, Kindred",Irelia,Graves,Viktor,Ezreal,Zyra,"Vladimir, Nidalee, RekSai"
TCL,2016,Summer,Season,CRW,0,1,DP,Maokai,RekSai,Anivia,Kalista,Braum,"Vladimir, Nidalee, Karma",Trundle,Elise,Ryze,Sivir,Nami,"Shen, Bard, Kindred"
TCL,2016,Summer,Season,HWA,1,0,SUP,Gragas,Nidalee,Ryze,Ashe,Thresh,"Elise, Shen, Vladimir",Trundle,Olaf,Cassiopeia,Jhin,Karma,"Braum, RekSai, Zilean"
TCL,2016,Summer,Season,SUP,1,0,HWA,Trundle,Gragas,Ryze,Ashe,Zyra,"Braum, RekSai, Zilean",Gnar,Elise,Viktor,Sivir,Karma,"Shen, Vladimir, Nidalee"
TCL,2016,Summer,Season,AUR,1,0,BJK,Shen,Elise,Viktor,Jhin,Bard,"Kalista, Braum, Ryze",Gangplank,RekSai,Azir,Ezreal,Alistar,"Rumble, Trundle, Vladimir"
TCL,2016,Summer,Season,BJK,0,1,AUR,Gnar,Graves,Ryze,Lucian,Braum,"Rumble, Trundle, Shen",Poppy,RekSai,Viktor,Ezreal,Veigar,"Kalista, Vladimir, Irelia"
TCL,2016,Summer,Season,CLK,0,1,AUR,Shen,Gragas,Varus,Jhin,Zyra,"Veigar, Viktor, Ryze",Trundle,Elise,Azir,Ezreal,Bard,"Karma, Braum, Vladimir"
TCL,2016,Summer,Season,AUR,0,1,CLK,Poppy,Gragas,Ryze,Lucian,Janna,"Braum, Cassiopeia, Trundle",Irelia,Olaf,Lissandra,Sivir,Karma,"Shen, Viktor, Vladimir"
TCL,2016,Summer,Season,BJK,0,1,TT,Gnar,Nidalee,Azir,Lucian,Brand,"Shen, Karma, Ryze",Trundle,Elise,Leblanc,Ezreal,Bard,"Kalista, Viktor, Vladimir"
TCL,2016,Summer,Season,TT,1,0,BJK,Trundle,Elise,Azir,Jhin,Karma,"Kalista, Ezreal, Viktor",Swain,RekSai,Ryze,Draven,Braum,"Shen, Bard, Vladimir"
TCL,2016,Summer,Season,TT,1,0,HWA,Trundle,Gragas,Azir,Jhin,Karma,"Nidalee, Ryze, Braum",Shen,RekSai,Viktor,Ashe,Nami,"Elise, Sivir, Vladimir"
TCL,2016,Summer,Season,HWA,0,1,TT,Gangplank,Gragas,Azir,Jinx,Braum,"Elise, Sivir, Karma",Shen,RekSai,Leblanc,Jhin,Bard,"Nidalee, Ryze, Vladimir"
TCL,2016,Summer,Season,BJK,0,1,CLK,Trundle,RekSai,Viktor,Ezreal,Braum,"Karma, Leblanc, Lissandra",Shen,Gragas,Varus,Jhin,Bard,"Elise, Nidalee, Kalista"
TCL,2016,Summer,Season,CLK,1,0,BJK,Trundle,Hecarim,Cassiopeia,Sivir,Karma,"Kalista, Nidalee",Gnar,Elise,Vladimir,Lucian,Braum,"Lissandra, Shen, Gragas"
TCL,2016,Summer,Season,AUR,0,1,DP,Kennen,Sejuani,Vladimir,Tristana,Brand,"Nidalee, Ezreal, Irelia",Trundle,Hecarim,Karma,Lucian,Alistar,"Shen, Jhin, Viktor"
TCL,2016,Summer,Season,DP,0,1,AUR,Irelia,Hecarim,Ryze,Ezreal,Braum,"Jhin, Bard, Karma",Shen,RekSai,Viktor,Lucian,Thresh,"Nidalee, Vladimir, Trundle"
TCL,2016,Summer,Season,SUP,0,1,CRW,Kennen,Olaf,Vladimir,Sivir,Zyra,"Braum, Irelia, Anivia",Gnar,Kindred,Cassiopeia,Ashe,Nami,"Nidalee, Shen, Karma"
TCL,2016,Summer,Season,CRW,0,1,SUP,Shen,Olaf,Cassiopeia,Sivir,Nami,"Nidalee, Karma, Elise",Trundle,Gragas,Syndra,Lucian,Soraka,"Braum, Irelia, Anivia"
TCL,2016,Summer,Season,HWA,1,0,AUR,Trundle,Nidalee,Kassadin,Caitlyn,Janna,"Veigar, Azir, Viktor",Shen,RekSai,Karma,Jhin,Bard,"Gnar, Vladimir, Ryze"
TCL,2016,Summer,Season,AUR,0,1,HWA,Trundle,Gragas,Cassiopeia,Lucian,Alistar,"Gnar, Nidalee, Shen",Irelia,RekSai,Kassadin,Ezreal,Karma,"Veigar, Vladimir, Ryze"
TCL,2016,Summer,Season,SUP,1,0,TT,Shen,Nidalee,Azir,Lucian,Karma,"Braum, Jhin, Kalista",Trundle,Elise,Lissandra,Sivir,Bard,"Ryze, Vladimir, Viktor"
TCL,2016,Summer,Season,TT,0,1,SUP,Irelia,RekSai,Vladimir,Ashe,Nami,"Nidalee, Ryze, Shen",Trundle,Elise,Cassiopeia,Lucian,Karma,"Kalista, Braum, Jhin"
TCL,2016,Summer,Season,DP,1,0,BJK,Shen,Nidalee,Zilean,Jhin,Nami,"Kalista, RekSai, Bard",Gangplank,Elise,Ryze,Ezreal,Braum,"Karma, Trundle, Vladimir"
TCL,2016,Summer,Season,BJK,0,1,DP,Poppy,Graves,Azir,Jhin,Karma,"Trundle, Vladimir, Shen",Irelia,Gragas,Zilean,Lucian,Nami,"Kalista, Bard, Nidalee"
TCL,2016,Summer,Season,CRW,1,0,CLK,Shen,RekSai,Cassiopeia,Ashe,Braum,"Jhin, Varus, Lissandra",Trundle,Olaf,Viktor,Sivir,Karma,"Bard, Kindred, Irelia"
TCL,2016,Summer,Season,CLK,0,1,CRW,Trundle,RekSai,Cassiopeia,Ashe,Braum,"Kindred, Bard, Viktor",Irelia,Elise,Kassadin,Sivir,Karma,"Jhin, Varus, Shen"
TCL,2016,Summer,Season,AUR,0,1,SUP,Irelia,RekSai,Vladimir,Sivir,Thresh,"Nidalee, Trundle, Shen",Gragas,Elise,Cassiopeia,Ezreal,Karma,"Braum, Veigar, Viktor"
TCL,2016,Summer,Season,SUP,1,0,AUR,Shen,Elise,Azir,Sivir,Nami,"Braum, Veigar, Vladimir",TahmKench,Gragas,Viktor,Ashe,Blitzcrank,"Karma, Nidalee, Trundle"
TCL,2016,Summer,Season,HWA,0,1,BJK,Trundle,RekSai,Vladimir,Jhin,Braum,"Kalista, Nidalee, Ryze",Shen,Graves,Cassiopeia,Ezreal,Karma,Kassadin
TCL,2016,Summer,Season,BJK,1,0,HWA,Irelia,RekSai,Zilean,Twitch,Alistar,"Kassadin, Shen, Jhin",Olaf,Hecarim,Ryze,Ezreal,Karma,"Kalista, Nidalee, Vladimir"
TCL,2016,Summer,Season,TT,1,0,CRW,Rumble,RekSai,Vladimir,Sivir,Soraka,"Kindred, Irelia, Nidalee",Gnar,Elise,Cassiopeia,Ashe,Braum,"Jhin, Shen, Karma"
TCL,2016,Summer,Season,CRW,1,0,TT,Gnar,Elise,Kassadin,Sivir,Braum,"Jhin, Vladimir, RekSai",Trundle,Kindred,Viktor,Ezreal,Bard,"Shen, Irelia, Karma"
TCL,2016,Summer,Season,CLK,1,0,DP,Shen,Hecarim,Azir,Sivir,Braum,"Nidalee, Trundle, Vladimir",Gangplank,Gragas,Karma,Lucian,Nami,"Lissandra, Cassiopeia, Irelia"
TCL,2016,Summer,Season,DP,0,1,CLK,Trundle,Graves,Karma,Lucian,Braum,"Lissandra, Cassiopeia",Maokai,Gragas,Varus,Sivir,Bard,"Nidalee, Shen"
TCL,2016,Summer,Season,CRW,1,0,AUR,Gnar,Kindred,Azir,Sivir,Braum,"Vladimir, Karma, Varus",Maokai,Elise,Viktor,Lucian,Nami,"Irelia, Cassiopeia, Shen"
TCL,2016,Summer,Season,AUR,1,0,CRW,Trundle,RekSai,Cassiopeia,Jhin,Veigar,"Irelia, Gnar, Sivir",Swain,Kindred,Viktor,Lucian,Braum,"Shen, Karma, Elise"
TCL,2016,Summer,Season,BJK,0,1,SUP,Gnar,Nidalee,Cassiopeia,Ezreal,Nami,"Lucian, Trundle, Shen",Irelia,Gragas,Syndra,Sivir,Karma,"Braum, Kalista, Zilean"
TCL,2016,Summer,Season,SUP,1,0,BJK,Trundle,Nidalee,Viktor,Ezreal,Zyra,"Kalista, Braum, Zilean",Irelia,RekSai,Leblanc,Vayne,Alistar,"Lucian, Shen, Karma"
TCL,2016,Summer,Season,CLK,1,0,TT,Maokai,Hecarim,Lissandra,Sivir,Lulu,"Trundle, Vladimir, Bard",Gnar,Gragas,Zilean,Twitch,Karma,"Braum, Irelia, Shen"
TCL,2016,Summer,Season,TT,0,1,CLK,Trundle,Elise,Azir,Ashe,Karma,"Lissandra, Gragas, Varus",Gnar,RekSai,Cassiopeia,Jhin,Bard,"Vladimir, Sivir, Shen"
TCL,2016,Summer,Season,DP,0,1,HWA,Trundle,Hecarim,Viktor,Sivir,Karma,"RekSai, Ryze, Shen",Gnar,Gragas,Kassadin,Ashe,Janna,"Braum, Nidalee, Vladimir"
TCL,2016,Summer,Season,HWA,1,0,DP,Gnar,Nidalee,Zilean,Lucian,Alistar,"Braum, Trundle, Vladimir",Shen,Hecarim,Ryze,Ezreal,Nami,"Kassadin, RekSai, Gragas"
TCL,2016,Summer,Season,BJK,0,1,CRW,Gangplank,Elise,Viktor,Sivir,Bard,"Kassadin, Irelia, Braum",Hecarim,RekSai,Leblanc,Ezreal,Karma,"Shen, Gnar, Trundle"
TCL,2016,Summer,Season,CRW,1,0,BJK,Gnar,Elise,Kassadin,Sivir,Nami,"Vladimir, Karma, Viktor",Ekko,Nidalee,Varus,Caitlyn,Braum,"Irelia, Shen, RekSai"
TCL,2016,Summer,Season,AUR,0,1,TT,Irelia,Olaf,Kassadin,Ezreal,Karma,"Sivir, Braum, RekSai",Trundle,Elise,Malzahar,Jhin,Nami,"Shen, Vladimir, Veigar"
TCL,2016,Summer,Season,TT,0,1,AUR,Gnar,Elise,Vladimir,Ashe,Soraka,"Veigar, Viktor, Irelia",Shen,RekSai,Kassadin,Lucian,Bard,"Sivir, Trundle, Karma"
TCL,2016,Summer,Season,DP,0,1,SUP,Shen,Nidalee,Azir,Sivir,Alistar,"Cassiopeia, Gnar",Trundle,Gragas,Viktor,Ezreal,Karma,"Braum, Hecarim, AurelionSol"
TCL,2016,Summer,Season,SUP,1,0,DP,Shen,Elise,Azir,Ezreal,Karma,"Braum, Hecarim, AurelionSol",Trundle,Gragas,Ryze,Lucian,Nami,"Cassiopeia, Nidalee, Gnar"
TCL,2016,Summer,Season,HWA,1,0,CLK,Trundle,RekSai,Ekko,Ashe,Thresh,"Sivir, Cassiopeia, Vladimir",Gragas,Graves,Lissandra,Jhin,Bard,"Nidalee, Gnar, Shen"
TCL,2016,Summer,Season,CLK,0,1,HWA,Shen,Olaf,Malzahar,Lucian,Trundle,"Nidalee, Ekko, Gnar",Irelia,Gragas,Azir,Ashe,Janna,"Sivir, Lissandra, Cassiopeia"
TCL,2016,Summer,Season,TT,1,0,BJK,Gnar,Elise,Vladimir,Jhin,Nami,"Nidalee, Kalista, Zilean",Irelia,RekSai,Cassiopeia,Ashe,Karma,"Soraka, Sivir"
TCL,2016,Summer,Season,BJK,0,1,TT,Riven,LeeSin,Malzahar,Lucian,Alistar,"Soraka, Sivir, Gnar",Irelia,Elise,Vladimir,Ezreal,Trundle,"Nidalee, Cassiopeia, Karma"
TCL,2016,Summer,Season,AUR,1,0,CLK,Graves,Amumu,Teemo,Twitch,Cassiopeia,"Azir, Udyr, Shaco",Aatrox,JarvanIV,Heimerdinger,Urgot,TwistedFate,"Pantheon, Ekko, XinZhao"
TCL,2016,Summer,Season,CLK,0,1,AUR,Malphite,Sion,Katarina,Vayne,Lissandra,"Ekko, Fizz, Evelynn",Yasuo,MonkeyKing,Alistar,Nunu,Ziggs,"Karma, Trundle, Irelia"
TCL,2016,Summer,Season,CRW,0,1,DP,Shen,RekSai,Cassiopeia,Sivir,Karma,"Nidalee, Hecarim, AurelionSol",Trundle,Gragas,Malzahar,Lucian,Braum,"Irelia, Gnar, Kassadin"
TCL,2016,Summer,Season,DP,1,0,CRW,Trundle,Gragas,Viktor,Lucian,Braum,"Gnar, Irelia, Kassadin",Shen,Elise,Taliyah,Ezreal,Karma,"Nidalee, Malzahar, AurelionSol"
TCL,2016,Summer,Season,SUP,1,0,HWA,Irelia,Gragas,Azir,Jhin,Zyra,"Braum, RekSai, Vladimir",Gnar,Elise,Ekko,Ashe,Bard,"Cassiopeia, Karma, Nidalee"
TCL,2016,Summer,Season,HWA,1,0,SUP,Gragas,Nidalee,Azir,Ashe,Thresh,"Zyra, Elise, Cassiopeia",Trundle,Olaf,Lissandra,Ezreal,Karma,"Braum, RekSai, Gnar"
TCL,2016,Summer,Playoffs,HWA,0,1,CRW,Gnar,RekSai,Ekko,Jhin,TahmKench,"Sivir, Karma, Cassiopeia",Fiora,Nidalee,Malzahar,Tristana,Trundle,"Gragas, Shen, Gangplank"
TCL,2016,Summer,Playoffs,HWA,1,0,CRW,Gnar,RekSai,Taliyah,Lucian,Bard,"Sivir, Malzahar, Nidalee",Trundle,Elise,Cassiopeia,Ashe,Karma,"Gragas, Shen, Gangplank"
TCL,2016,Summer,Playoffs,CRW,1,0,HWA,Gangplank,Gragas,Viktor,Tristana,Braum,"Shen, Taliyah, Irelia",Ekko,RekSai,Kassadin,Lucian,Thresh,"Sivir, Malzahar, Nidalee"
TCL,2016,Summer,Playoffs,CRW,0,1,HWA,Irelia,Gragas,Viktor,Lucian,Braum,"Taliyah, Shen, Gangplank",Olaf,RekSai,Ekko,Jhin,Bard,"Sivir, Nidalee, Malzahar"
TCL,2016,Summer,Playoffs,HWA,1,0,CRW,Shen,Gragas,Taliyah,Jhin,Karma,"Sivir, Nidalee, Braum",Gangplank,Elise,Kassadin,Lucian,Nami,"Bard, Ekko, RekSai"
TCL,2016,Summer,Playoffs,AUR,1,0,TT,Trundle,Gragas,Cassiopeia,Ezreal,Braum,"Jhin, Sivir, Vladimir",Shen,Elise,Taliyah,Ashe,Karma,"Kalista, Veigar, RekSai"
TCL,2016,Summer,Playoffs,TT,0,1,AUR,Gnar,Elise,Anivia,Ezreal,Bard,"Kalista, Veigar, RekSai",Irelia,Graves,Vladimir,Lucian,Trundle,"Jhin, Sivir, Gragas"
TCL,2016,Summer,Playoffs,AUR,1,0,TT,Trundle,Gragas,Taliyah,Ezreal,Bard,"Jhin, Sivir, Vladimir",Shen,Graves,Cassiopeia,Lucian,Braum,"Kalista, Veigar, RekSai"
TCL,2016,Summer,Playoffs,HWA,1,0,DP,Gragas,RekSai,Taliyah,Jhin,Braum,"Sivir, Nidalee, AurelionSol",Trundle,Hecarim,Cassiopeia,Lucian,TahmKench,"Ekko, Gangplank, Gnar"
TCL,2016,Summer,Playoffs,HWA,0,1,DP,Shen,Gragas,Taliyah,KogMaw,Braum,"Sivir, Nidalee, AurelionSol",Fiora,RekSai,Cassiopeia,Lucian,TahmKench,"Ekko, Gangplank, Gnar"
TCL,2016,Summer,Playoffs,HWA,0,1,DP,Irelia,RekSai,Karma,Lucian,Braum,"Fiora, Nidalee",Trundle,Gragas,KogMaw,Sivir,TahmKench,"Ekko, Gangplank, Gnar"
TCL,2016,Summer,Playoffs,DP,0,1,HWA,Trundle,Gragas,Taliyah,Lucian,Alistar,"Ekko, Gnar, Gangplank",Fiora,RekSai,Leblanc,Jhin,Bard,"Braum, Sivir, Nidalee"
TCL,2016,Summer,Playoffs,HWA,0,1,DP,Gragas,RekSai,Taliyah,Jhin,Bard,"Nidalee, Sivir, Braum",Fiora,Hecarim,Vladimir,Lucian,Alistar,"Ekko, Gnar, Gangplank"
TCL,2016,Summer,Playoffs,SUP,1,0,AUR,Shen,Gragas,Cassiopeia,Sivir,Bard,"Braum, Kalista, Lucian",Trundle,RekSai,Viktor,Ezreal,Veigar,"Nidalee, Fiora, Karma"
TCL,2016,Summer,Playoffs,AUR,0,1,SUP,Shen,Gragas,Taliyah,Draven,Thresh,"Nidalee, Fiora, Cassiopeia",Trundle,Elise,Vladimir,Sivir,Karma,"Braum, Kalista, Lucian"
TCL,2016,Summer,Playoffs,AUR,0,1,SUP,Fiora,Graves,Vladimir,Ezreal,Soraka,"Nidalee, Sivir, Cassiopeia",Shen,Gragas,Karma,Jhin,Nami,"Braum, Kalista, Lucian"
TCL,2016,Summer,Playoffs,DP,1,0,SUP,Ekko,Gragas,Malzahar,Sivir,Nami,"Bard, RekSai, Shen",Trundle,Elise,Cassiopeia,Lucian,Karma,"Hecarim, Braum, AurelionSol"
TCL,2016,Summer,Playoffs,DP,1,0,SUP,Fiora,Gragas,Vladimir,Sivir,TahmKench,"Bard, RekSai, Shen",Trundle,Nidalee,Cassiopeia,Jhin,Taric,"Hecarim, Braum, AurelionSol"
TCL,2016,Summer,Playoffs,SUP,0,1,DP,Gangplank,RekSai,Syndra,Ashe,Nami,"Hecarim, Vladimir, Sivir",Ekko,Graves,Lissandra,Jhin,Karma,"Bard, Shen, Gragas"
TCL,2017,Spring,Season,SUP,1,0,DP,Jayce,Elise,Leblanc,Varus,MissFortune,"Kalista, Poppy, Ryze, Maokai, Nautilus",Shen,Khazix,Syndra,Jhin,Malzahar,"Rengar, Camille, Zyra, RekSai, Karma"
TCL,2017,Spring,Season,DP,1,0,SUP,Nautilus,Rengar,Syndra,Varus,Nami,"Ryze, Leblanc, MissFortune, Corki, Fiora",Maokai,Khazix,Orianna,Ashe,Zyra,"Kalista, Camille, Jayce, Karma, Thresh"
TCL,2017,Spring,Season,GS,1,0,CRW,Nautilus,LeeSin,Ryze,Ashe,MissFortune,"Jayce, Khazix, Camille, Shen, Ivern",Maokai,RekSai,Cassiopeia,Jhin,Zyra,"Malzahar, Rengar, Leblanc, Fiora, Gangplank"
TCL,2017,Spring,Season,CRW,1,0,GS,Fiora,Elise,Orianna,Jhin,Malzahar,"Zyra, Cassiopeia, Leblanc, Karma, MissFortune",Shen,Khazix,Ryze,Varus,Ziggs,"Jayce, Rengar, Camille, Ivern, RekSai"
TCL,2017,Spring,Season,GAL,0,1,FB,Poppy,Zac,Katarina,Jhin,Karma,"Malzahar, Ryze, Jayce, Ashe, Varus",Maokai,RekSai,Syndra,Ezreal,Zyra,"Rengar, Camille, Leblanc, MissFortune, Olaf"
TCL,2017,Spring,Season,HWA,1,0,AUR,Nautilus,LeeSin,Orianna,Ashe,MissFortune,"Rengar, Syndra, Thresh, Nami, Karma",Maokai,RekSai,Ahri,Jhin,Blitzcrank,"Camille, Leblanc, Malzahar, Fiora, Jayce"
TCL,2017,Spring,Season,AUR,0,1,HWA,Shen,RekSai,Corki,Kalista,Thresh,"Jayce, LeeSin, Leblanc, Fiora, Ryze",Poppy,Elise,Taliyah,Varus,Malzahar,"Camille, Rengar, Syndra, Maokai, Nautilus"
TCL,2017,Spring,Season,CRW,1,0,GAL,Trundle,Khazix,Ryze,Caitlyn,Malzahar,"Syndra, Katarina, Zyra, LeeSin, RekSai",Nautilus,Olaf,Cassiopeia,Jhin,TahmKench,"Rengar, Camille, Leblanc, Fiora, Jayce"
TCL,2017,Spring,Season,GAL,1,0,CRW,Sion,Olaf,Orianna,Ashe,Malzahar,"Jayce, Fiora, Leblanc, Varus, Jhin",Shen,Khazix,Corki,Ezreal,Zyra,"Syndra, Camille, Rengar, LeeSin, RekSai"
TCL,2017,Spring,Season,DP,1,0,GS,Camille,Olaf,Syndra,Varus,TahmKench,"Zyra, Ryze, Leblanc, Khazix, LeeSin",Fiora,Ivern,Katarina,Ashe,Malzahar,"Kalista, Rengar, Jayce, MissFortune, RekSai"
TCL,2017,Spring,Season,GS,0,1,DP,Nautilus,Khazix,Orianna,Ashe,Zyra,"Kalista, Jayce, Malzahar, MissFortune, Fiora",Maokai,RekSai,Syndra,Varus,Thresh,"Camille, Rengar, Leblanc, Ryze, Ahri"
TCL,2017,Spring,Season,SUP,1,0,HWA,Camille,Ivern,Corki,Caitlyn,Zyra,"LeeSin, Taliyah, Ryze, Poppy, Fiora",Maokai,RekSai,Orianna,Ashe,Malzahar,"Rengar, Leblanc, Syndra, Varus, Jhin"
TCL,2017,Spring,Season,HWA,0,1,SUP,Nautilus,Elise,Syndra,Jhin,Lulu,"Jayce, Zyra, Rengar, Khazix, Ivern",Trundle,RekSai,Ryze,Varus,Malzahar,"Camille, Leblanc, LeeSin, MissFortune, Nami"
TCL,2017,Spring,Season,AUR,1,0,FB,Shen,LeeSin,Corki,Ashe,Malzahar,"Jayce, Ryze, Syndra, RekSai, Zyra",Maokai,Khazix,Leblanc,Varus,TahmKench,"Camille, Rengar, Kalista, Trundle, Cassiopeia"
TCL,2017,Spring,Season,FB,1,0,AUR,Trundle,Olaf,Orianna,Ezreal,Malzahar,"Ashe, Thresh, Leblanc, Shen, Jhin",Kayle,RekSai,Syndra,Caitlyn,MissFortune,"Camille, Rengar, Ryze, Jayce, Varus"
TCL,2017,Spring,Season,GAL,1,0,AUR,Maokai,Khazix,Ryze,Ashe,Zyra,"Ivern, Malzahar, Thresh, MissFortune, RekSai",Nautilus,Camille,Syndra,Jhin,Blitzcrank,"Leblanc, Rengar, LeeSin, Orianna, Katarina"
TCL,2017,Spring,Season,AUR,1,0,GAL,Shen,Camille,Ahri,Varus,Malzahar,"Ryze, Zyra, Leblanc, Katarina, Maokai",Nautilus,LeeSin,Orianna,Ashe,MissFortune,"Rengar, Ivern, Corki, Syndra"
TCL,2017,Spring,Season,FB,0,1,SUP,Trundle,Olaf,Syndra,Varus,Karma,"Jayce, Khazix, Kennen, Malzahar",Shen,RekSai,Ryze,Ashe,Zyra,"Camille, Rengar, Leblanc, MissFortune, Lulu"
TCL,2017,Spring,Season,SUP,1,0,FB,Nautilus,LeeSin,Syndra,Ashe,Zyra,"RekSai, Jayce, MissFortune, Varus, Ezreal",Maokai,Khazix,Ryze,Jhin,Karma,"Camille, Rengar, Leblanc, Elise, Ivern"
TCL,2017,Spring,Season,HWA,1,0,GS,Irelia,Rengar,Taliyah,Jhin,Malzahar,"Zyra, Ryze, Fiora, MissFortune, Lulu",Camille,Khazix,Orianna,Ashe,Karma,"Leblanc, Syndra, LeeSin, Shen, Poppy"
TCL,2017,Spring,Season,GS,0,1,HWA,Shen,RekSai,Katarina,Jhin,Zyra,"Syndra, MissFortune, LeeSin, Maokai",Nautilus,Khazix,Taliyah,Varus,Malzahar,"Rengar, Camille, Leblanc, Ryze, Fiora"
TCL,2017,Spring,Season,CRW,1,0,DP,Shen,Elise,Jayce,Varus,Karma,"Syndra, Khazix, Ryze, Zyra, Malzahar",Poppy,RekSai,Orianna,Jhin,TahmKench,"Rengar, Camille, Leblanc, Ekko, Quinn"
TCL,2017,Spring,Season,DP,0,1,CRW,Darius,LeeSin,Cassiopeia,Jhin,Zyra,"Jayce, Ryze, Leblanc, Ashe, Varus",Camille,Elise,Taliyah,Caitlyn,MissFortune,"Rengar, Syndra, Khazix, Shen, Poppy"
TCL,2017,Spring,Season,GS,0,1,FB,Nautilus,Ivern,Ryze,Jhin,Malzahar,"Syndra, Jayce, Zyra, Orianna, Cassiopeia",Maokai,Khazix,Corki,Varus,MissFortune,"Camille, Leblanc, Rengar, Fiora, Shen"
TCL,2017,Spring,Season,FB,0,1,GS,Jayce,RekSai,Malzahar,Varus,Nami,"Syndra, Cassiopeia, Zyra, Fiora, Shen",Poppy,Khazix,Ryze,Jhin,MissFortune,"Rengar, Leblanc, Camille, Orianna, Corki"
TCL,2017,Spring,Season,GAL,1,0,SUP,Maokai,Khazix,Ryze,Varus,Taric,"Jayce, Zyra, Ivern, RekSai, Shen",Fiora,LeeSin,Syndra,Ashe,Malzahar,"Rengar, Camille, Leblanc, MissFortune, Lulu"
TCL,2017,Spring,Season,SUP,0,1,GAL,Nautilus,Ivern,Corki,Ashe,Zyra,"Khazix, Ryze, MissFortune, Varus, Jhin",Maokai,Elise,Syndra,Kalista,Thresh,"Camille, Rengar, Leblanc, Shen, RekSai"
TCL,2017,Spring,Season,DP,0,1,HWA,Nautilus,Elise,Orianna,Ashe,TahmKench,"Ryze, Taliyah, Leblanc, Camille, Jayce",Maokai,LeeSin,Corki,Jhin,Malzahar,"Rengar, Syndra, Khazix, Zyra, MissFortune"
TCL,2017,Spring,Season,HWA,1,0,DP,Camille,Khazix,Orianna,Jhin,Malzahar,"Syndra, Zyra, Jayce, Cassiopeia, Fiora",Darius,RekSai,Ryze,Ashe,MissFortune,"Rengar, Leblanc, Taliyah, Corki, Maokai"
TCL,2017,Spring,Season,AUR,1,0,CRW,Poppy,Ivern,Corki,Caitlyn,Malzahar,"Jayce, Elise, Zyra, Shen, Syndra",Nautilus,Khazix,Ekko,Varus,Lulu,"Rengar, Camille, Leblanc, Ashe, Jhin"
TCL,2017,Spring,Season,CRW,0,1,AUR,Camille,LeeSin,Orianna,Ashe,Lulu,"Corki, Ivern, Leblanc, Taliyah, Ryze",Poppy,Khazix,Syndra,Varus,Malzahar,"Zyra, Elise, Rengar, Ekko, Jhin"
TCL,2017,Spring,Season,GS,1,0,GAL,Nautilus,RekSai,Leblanc,Jhin,Karma,"Zyra, Malzahar, LeeSin, Maokai, Aatrox",Singed,Khazix,Ryze,Ashe,Bard,"Rengar, Camille, MissFortune, Shen, Thresh"
TCL,2017,Spring,Season,GAL,0,1,GS,Camille,LeeSin,Ryze,Varus,Taric,"Zyra, MissFortune, Ivern, Syndra, Corki",Shen,Khazix,Orianna,Jhin,Karma,"Rengar, Leblanc, Malzahar, Kalista, Ashe"
